index;Genre;Age;Taille;Poids;IMC;Activité physique;Régime particulier;Végé;Fréquence CROUS;Equilibre alim;Seule ou en groupe;Nb groupe entrée;Proximité;Connaissance;Parti groupe;Influ sociale;Percept senso;Nb file;Faim;Stress;Nb convives;Ami 1;Ami 2;Ami 3;Ami 4;Ami 5;chou;saladelentilles;champignons;carottesrapees;oeufmimosa;saladepates;artichauts;salami;coeursdepalmiers;tomates;surimi;minisandwich;saladeriz;betterave;pate;rillettepoisson;saladepommesdeterre;torsades;feuilletesaumonoseille;boeufbourguignon;kebab;risottocourgettes;pizzaraclette;faux-filet;pizzamerguezpoivrons;hamburger;escalopeviennoise;brocolis;frites;ratatouille;filetdepoulet;tajinevege;pavedecabillaud;burgervege;pizza;pommesdeterrevapeur;juliennedelegumes;cordonbleu;boulettesviande;rotilegumestofu;pavedepoissonbordelaise;pizzakebab;entrecote;riz;rotidelegumestofu;poissonpane;spaghettis;mousselinedepotiron;légumes;yaourtauxfruits;oeufalaneige;faissellenature;yaourtnature;fromageblancfruitsrouges;banane;mimolette;flancchocolat;orange;pomme;kiwi;saladeverte;moussenoixdecoco;liegeois;compote;petitsuissenature;fromageblanc;madeleine;tarteauxfruits;yaourtauxfruitsenmorceaux;parisbrest;poire;pruneauxausirop;emmental;bleudauvergneaop;cremepraline;gateaudesemoule;cocktailfruitsexotiques;roquefort;cantalaop;count_fruits;count_fromage;count_crudites;count_saladefeculents;count_charcuterie;count_viande;count_poisson;count_vege;count_yaourt;count_dessertgourmand;count_cremedessert;count_accompagnement;onehot_fruits;onehot_fromage;onehot_crudites;onehot_saladefeculents;onehot_charcuterie;onehot_viande;onehot_poisson;onehot_vege;onehot_yaourt;onehot_dessertgourmand;onehot_cremedessert;onehot_accompagnement
5L2C;1;22;1,8;70;20;3;0;0;2;2;0;8;1;1;1;1;2;2;3;0;5;3H8D;9J2Z;1O2H;1G3P;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1
5L7H;1;27;1,78;72;20;2;1;0;1;0;1;5;1;0;0;0;0;2;2;3;5;5Q8S;1V0X;5W0Z;4P8C;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1
5M0T;1;23;1,85;55;15;0;0;0;2;0;1;4;1;1;1;0;0;0;2;0;4;9R6Y;1G7G;4F9D;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1
5M6R;0;18;1,75;65;20;1;0;0;2;4;0;2;1;1;1;0;2;0;3;1;2;8W1L;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1
5M7S;1;18;1,85;70;20;2;0;0;2;2;1;3;1;1;1;0;2;0;3;1;3;8M0U;9I7L;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
5O0Y;1;26;1,8;76;25;2;0;0;2;2;1;2;0;0;0;0;3;0;3;1;2;8K4B;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1
5P2B;1;24;1,69;65;20;2;0;0;2;2;0;3;1;1;1;0;0;2;3;1;2;4D9G;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1
5Q1R;0;25;1,7;72;25;2;0;0;1;2;0;1;1;1;0;1;3;0;3;1;10;9M5B;3O6U;2R7A;4A7O;0F1W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
5Q8O;1;19;1,81;59;20;2;0;0;2;3;1;2;0;1;1;0;3;0;3;2;4;2W1G;7V9Y;8X0N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
5Q8S;1;31;1,86;89;25;2;0;0;2;1;1;5;1;1;1;1;1;0;2;0;5;5L7H;1V0X;5W0Z;4P8C;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1
5R8S;0;20;1,9;78;20;1;0;0;2;2;1;4;1;1;1;0;0;0;2;2;4;0I8Y;3U8T;7H9N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1
5S4C;1;31;1,7;60;20;3;1;1;2;2;1;8;1;0;0;0;3;0;2;1;3;7R3E;2C5C;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1
5S7A;0;28;1,6;48;20;0;0;0;2;2;0;1;0;0;1;0;3;0;2;3;1;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;2;0;0;1;1;0;1;0;0;1;1;0;1
5U3X;0;23;1,6;48;20;2;0;0;2;2;1;2;1;1;1;0;2;0;3;1;2;4W4Q;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;2;1;0;1;0;0;1;1;0;1;0;0;1
5W3U;1;19;1,8;68;20;2;0;0;1;1;1;4;1;1;1;0;0;1;2;0;3;9D5O;7J8Y;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1
5W6M;1;21;1,84;66;20;1;0;0;2;2;1;5;1;1;1;3;3;0;3;0;6;8J2L;1L4G;9K2W;1M2Q;2S4Q;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
5X3K;1;22;1,76;103;35;1;1;1;2;2;1;5;0;0;0;0;2;0;1;0;5;0Y1G;7L7R;7B9M;7F0W;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1
5Y5L;1;18;1,89;75;20;2;0;0;2;2;1;2;0;1;0;0;1;0;3;0;7;8L2R;8K8L;3H8I;5B4T;5B0B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1
5Y6U;1;21;1,83;66;20;3;1;1;2;4;1;4;0;0;1;0;1;0;3;2;2;4D4V;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
5Z4K;1;20;1,75;65;20;2;1;0;2;4;1;6;1;1;1;1;3;0;3;0;4;0U8E;3U7V;7A0X;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;0;1;0;1;1;1;0;1;0;1;1
6A3C;0;19;1,67;75;25;1;1;0;2;2;0;3;1;1;1;0;0;0;2;1;3;2W9Z;9Z3Q;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1
6A4U;1;22;1,75;50;15;2;0;0;2;2;1;15;1;1;1;0;2;2;3;1;14;4O8C;1Y7U;2J2X;8Q9F;9X1Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;2;0;1;1;0;0;1;0;1;1;0;0;1
6C3U;1;19;1,73;70;25;2;0;0;2;2;1;7;1;1;1;0;3;0;3;1;7;3K9G;5F9Z;4D2Y;6G4G;0Y5X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
6C6J;0;19;1,65;60;20;1;0;0;1;2;0;1;1;0;0;1;2;1;2;1;1;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1
6C9H;1;19;1,69;60;20;1;0;0;1;2;1;3;1;1;1;0;2;0;2;1;3;1W8I;6L3J;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2;1;0;1;0;0;1;1;0;1;0;0;1
6C9V;1;18;1,75;68;20;2;0;0;2;1;0;3;0;0;0;0;3;0;3;0;3;2B6T;2Q6Z;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
6E4S;1;20;1,83;72;20;1;1;1;2;2;1;3;0;1;1;0;2;0;2;0;3;7F1D;9I9S;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1
6F0E;0;20;1,72;65;20;3;1;0;2;2;1;3;0;0;0;0;2;1;1;0;2;0T3B;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
6G4G;1;19;1,7;67;25;2;0;0;2;1;1;7;1;1;1;0;3;0;2;0;7;3K9G;4D2Y;6C3U;5F9Z;3Y2G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
6H0H;0;18;1,57;40;15;0;1;0;2;2;0;1;1;0;0;1;2;0;3;2;3;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
6H4A;1;20;1,8;65;20;1;0;1;2;4;1;5;1;1;1;0;0;0;3;0;3;1Y9T;4K3B;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
6K3Y;1;19;1,87;77;20;3;0;0;1;2;0;6;1;1;1;1;1;1;1;2;6;7A7P;2Y1K;3O6S;7M6P;8T4H;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
6L3J;0;20;1,67;55;20;2;0;0;2;1;1;3;1;1;1;0;1;0;2;1;3;6C9H;1W8I;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
6M1O;1;20;1,75;60;20;1;0;0;2;2;0;1;1;0;0;1;3;1;1;1;1;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;2;1;0;0;1;0;1;1;0;0;1;0;1
6O4Y;1;19;1,85;74;20;1;0;0;2;2;1;6;1;1;1;0;0;2;3;2;5;0S0Q;0A4U;0R4C;2U4F;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1
6O7K;0;27;1,55;60;25;1;0;0;2;1;1;2;1;1;1;1;2;0;2;1;5;6V3U;7J8O;8X9Z;3D2B;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1
6T0P;1;20;1,78;60;20;3;1;0;2;4;1;3;1;0;0;0;2;1;2;0;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;2;1;0;0;1;0;1;1;0;0;1;0;1
6T3Q;1;23;1,73;75;25;1;0;0;1;1;1;6;1;1;1;0;3;0;2;1;5;1J6P;2K9I;9W3O;8K6W;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;2;0;0;1;1;0;1;0;0;1;1;0;1
6T3S;1;20;1,8;70;20;2;0;0;2;2;0;8;1;1;1;1;2;2;2;0;7;4M6N;0Y1T;9B3F;5I5P;9S9J;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1
6U1H;1;18;1,78;71;20;2;0;0;2;2;1;4;0;1;1;0;3;0;2;1;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
6U3B;1;20;1,85;62;20;1;0;0;2;2;0;6;1;1;1;0;3;0;2;2;6;8B8H;2L2Z;0R4X;4A1V;8W4Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
6V3U;1;27;1,78;72;20;2;1;0;1;0;1;3;1;1;1;0;2;0;2;2;5;3D2B;8X9Z;6O7K;7J8O;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;2;1;0;1;0;0;1;1;0;1;0;0;1
6W4Y;0;21;1,6;49;20;1;0;0;1;2;0;2;1;1;1;0;2;1;2;2;2;0P1I;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;2;0;0;0;1;1;1;0;0;0;1;1;1
6W8Z;1;21;1,78;59;20;1;1;1;2;2;1;2;1;1;0;0;3;0;2;0;2;2W9X;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
6X9F;1;28;1,75;75;25;1;0;0;2;4;1;2;0;0;0;1;3;0;2;2;2;7B7K;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;2;1;0;0;0;1;1;1;0;0;0;1;1
6Z9V;1;19;1,75;79;25;1;1;0;2;2;1;5;0;0;0;0;2;0;3;3;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1
7A0X;1;19;1,79;70;20;2;0;0;2;2;1;5;1;1;1;1;3;0;2;0;4;3U7V;0U8E;5Z4K;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;2;1;0;1;0;0;1;1;0;1;0;0;1
7A7P;1;18;1,92;76;20;3;0;0;2;1;0;6;1;1;1;1;2;0;3;0;6;6K3Y;2Y1K;3O6S;7M6P;8T4H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;1
